,Unnamed: 0,dc_abstract,dc_fundingReferences,dc_language,dc_publicationYear,dc_publisher,dc_title,dc_types_resourceTypeGeneral,dc_url,doi,group,label_vulnerable,source,flagged_words_pen,flagged_words_nyt,flagged_words_all,has_flagged_word,num_flagged_words,num_pen_words,num_nyt_words,dc_funder_first,abstract_len,title_len
6553,6820,"Recent work has shown that evolvability plays a key role in determining
 the long-term population dynamics of asexual clones. However, simple
 considerations suggest that the evolvability of a focal lineage of
 bacteria should also be influenced by the evolvability of its competitors.
 First, evolvable competitors should accelerate evolution by impeding the
 fixation of the focal lineage through a clonal interference–like
 mechanism. Second, evolvable competitors should increase the strength of
 selection by rapidly degrading the environment, increasing selection for
 adaptive mutations. Here we tested these ideas by allowing a high-fitness
 clone of the bacterium Pseudomonas aeruginosa to invade populations of two
 low-fitness resident clones that differ in their evolvability. Both
 competition from mutations in the resident lineage and environmental
 degradation lead to faster adaptation in the invader through fixing single
 mutations with a greater fitness advantage. The results suggest that
 competition from mutations in both the successful invader and the
 unsuccessful resident shapes the adaptive trajectory of the invader
 through both direct competition and indirect environmental effects.
 Therefore, to predict evolutionary outcomes, it will be necessary to
 consider the evolvability of all members of the community and the effects
 of adaptation on the quality of the environment. This is particularly
 relevant to mixed microbial communities where lineages differ in their
 adaptive potential, a common feature of chronic infections.",[],en,2015.0,Dryad,Data from: Here's to the losers: evolvable residents accelerate the evolution of high fitness invaders,Dataset,https://datadryad.org/dataset/doi:10.5061/dryad.v051c,10.5061/dryad.v051c,C_flagged_no_us_aff,0,datacite,asexual; community,,asexual; community,1,2,2,0,,217,15
6554,6821,"This research project developed and fully documented a method to estimate the number of females and males trafficked for the purposes of sexual and labor exploitation from eight countries (Colombia, Ecuador, El Salvador, Guatemala, Mexico, Nicaragua, Peru, and Venezuela) into the United States at the Southwest border. The model utilizes only open source data. This research represents the first phase of a two-phase project and Provides a conceptual framework for identifying potential data sources to estimate the number of victims at different stages in traffickingDevelops statistical models to estimate the number of males and females at risk of being trafficked for sexual and labor exploitation from the eight countries, and the number of males and females actually trafficked for sex and laborIncorporates into the estimation models the transit journey of trafficking victims from the eight countries to the southwest border of the United StatesDesigns the estimation models such that they are highly flexible and modular so that they can evolve as the body of data expands Utilizes open source data as inputs to the statistical model, making the model accessible to anyone interested in using itPresents preliminary estimates that illustrate the use of the statistical methodsIlluminates gaps in data sources. The data included in this collection are the open source data which were primarily used in the models to estimate the number of males and females at risk of being trafficked.","[{'funderName': 'United States Department of Justice. Office of Justice Programs. National Institute of Justice', 'awardNumber': 'T-0001, 2004TO178'}]",en,2015.0,ICPSR - Interuniversity Consortium for Political and Social Research,Estimating Human Trafficking into the United States [Phase I: Development of a Methodology],Dataset,https://www.icpsr.umich.edu/web/NACJD/studies/20422/versions/V1,10.3886/icpsr20422.v1,C_flagged_no_us_aff,0,datacite,accessible; at risk; females; sex; victims,accessible; at risk; females; sex; victims,accessible; at risk; females; sex; victims,1,5,5,5,United States Department of Justice. Office of Justice Programs. National Institute of Justice,231,13
6555,6822,"This research project developed and fully documented a method to estimate the number of females and males trafficked for the purposes of sexual and labor exploitation from eight countries (Colombia, Ecuador, El Salvador, Guatemala, Mexico, Nicaragua, Peru, and Venezuela) into the United States at the Southwest border. The model utilizes only open source data. This research represents the first phase of a two-phase project and Provides a conceptual framework for identifying potential data sources to estimate the number of victims at different stages in traffickingDevelops statistical models to estimate the number of males and females at risk of being trafficked for sexual and labor exploitation from the eight countries, and the number of males and females actually trafficked for sex and laborIncorporates into the estimation models the transit journey of trafficking victims from the eight countries to the southwest border of the United StatesDesigns the estimation models such that they are highly flexible and modular so that they can evolve as the body of data expands Utilizes open source data as inputs to the statistical model, making the model accessible to anyone interested in using itPresents preliminary estimates that illustrate the use of the statistical methodsIlluminates gaps in data sources. The data included in this collection are the open source data which were primarily used in the models to estimate the number of males and females at risk of being trafficked.","[{'funderName': 'United States Department of Justice. Office of Justice Programs. National Institute of Justice', 'awardNumber': 'T-0001, 2004TO178'}]",en,2015.0,ICPSR - Interuniversity Consortium for Political and Social Research,Estimating Human Trafficking into the United States [Phase I: Development of a Methodology],Dataset,https://www.icpsr.umich.edu/web/NACJD/studies/20422,10.3886/icpsr20422,C_flagged_no_us_aff,0,datacite,accessible; at risk; females; sex; victims,accessible; at risk; females; sex; victims,accessible; at risk; females; sex; victims,1,5,5,5,United States Department of Justice. Office of Justice Programs. National Institute of Justice,231,13
6556,6823,"This dataset provides information on specimens of harvestmen (Arthropoda, Arachnida, Opiliones) collected in French Guiana. Field collections have been initiated in 2012 within the framework of the CEnter for the Study of Biodiversity in Amazonia (CEBA: www.labex-ceba.fr/en/). This dataset is a work in progress. Occurrences are recorded in an online database stored at the EDB laboratory after each collecting trip and the dataset is updated on a monthly basis. Voucher specimens and associated DNA are also stored at the EDB laboratory until deposition in natural history Museums. The latest version of the dataset is publicly and freely accessible through our Integrated Publication Toolkit at http://130.120.204.55:8080/ipt/resource.do?r=harvestmen_of_french_guiana or through the Global Biodiversity Information Facility data portal at http://www.gbif.org/dataset/3c9e2297-bf20-4827-928e-7c7eefd9432c.",[],en,2021.0,"Laboratoire EDB ""Evolution et Diversité Biologique""",Harvestmen of French Guiana,Dataset,http://www.gbif.org/dataset/3c9e2297-bf20-4827-928e-7c7eefd9432c,10.15468/4nkd22,C_flagged_no_us_aff,0,datacite,accessible,accessible,accessible,1,1,1,1,,116,4
6557,6824,"Blueberries are a popular and commercially important fruit, rich in antioxidants and other beneficial compounds that can protect against disease. To understand and identify genes involved in synthesis of bioactive compounds that could enable breeding berry varieties with enhanced health benefits, a draft blueberry genome assembly was produced using RNA-Seq data from five stages of berry fruit development and ripening. Libraries were prepared from samples of green and ripe fruit from plants of the ONeal variety of southern highbush blueberry (<em>Vaccinium corymbosum</em>). Genome-guided assembly of RNA-Seq read alignments combined with output from ab initio gene finders produced around 60,000 gene models, of which more than half were similar to proteins from other species, typically the grape <em>Vitis vinifera</em>. Homology-based annotation using Blast2GO and InterPro assigned Gene Ontology terms to around 15,000 genes. <br>
All sequence data are available in the Short Read Archive under accessions SRP039977 and SRP039971. Files containing alignments, RNA-Seq coverage graphs, and output from TopHat2 are also available from a publicly accessible IGBQuickLoad site configured to serve data for visualization in Integrated Genome Browser (see:http://www.igbquickload.org/blueberry). RNA-Seq data are freely available for visualization in Integrated Genome Browser. Archives of Visualization of read alignments, gene models, GeneModelAnalysis, counts file of numbers of single-mapping reads for each annotated blueberry gene, differentially expressed genes, Gene Ontology categories and Blastx Analysis files are available for download here. A snapshot of the R Markdown files, python scripts, and shell scripts used in data analysis and data processing are archived here as a set of static files representing those as publlished. For the current up-to-date scripts please visit the BitBucket repository.",[],en,2015.0,GigaScience Database,RNA-Seq analysis and annotation of a draft blueberry genome assembly.,Dataset,http://gigadb.org/dataset/view/id/100117,10.5524/100117,C_flagged_no_us_aff,0,datacite,accessible; green,accessible,accessible; green,1,2,2,1,,267,10
6558,6825,"This data set includes airborne measurements obtained from the NSF/NCAR C-130 aircraft (Tail Number N130AR) during the Front Range Air Pollution and Photochemistry Experiment (FRAPPE) project. This dataset contains low rate navigation, state parameter, and microphysics flight-level data in netCDF format.",[],en,2022.0,NSF NCAR Earth Observing Laboratory,"FRAPPE: Low Rate (LRT - 1 sps) Navigation, State Parameter, and Microphysics Flight-Level Data. Version 2.1",Dataset,https://data.eol.ucar.edu/dataset/391.003,10.5065/d65b00hn,C_flagged_no_us_aff,0,datacite,air pollution; pollution,pollution,air pollution; pollution,1,2,2,1,,41,16
6559,6826,"Biological activity introduces variability in element incorporation during calcification and thereby decreases the precision and accuracy when using foraminifera as geochemical proxies in paleoceanography. This so-called 'vital effect' consists of organismal and environmental components. Whereas organismal effects include uptake of ions from seawater and subsequent processing upon calcification, environmental effects include migration- and seasonality-induced differences. Triggering asexual reproduction and culturing juveniles of the benthic foraminifer Ammonia tepida under constant, controlled conditions allow environmental and genetic variability to be removed and the effect of cell-physiological controls on element incorporation to be quantified. Three groups of clones were cultured under constant conditions while determining their growth rates, size-normalized weights and single-chamber Mg/Ca and Sr/Ca using laser ablation-inductively coupled plasma-mass spectrometry (LA-ICP-MS). Results show no detectable ontogenetic control on the incorporation of these elements in the species studied here. Despite constant culturing conditions, Mg/Ca varies by a factor of similar to 4 within an individual foraminifer while intra-individual Sr/Ca varies by only a factor of 1.6. Differences between clone groups were similar to the intra-clone group variability in element composition, suggesting that any genetic differences between the clone-groups studied here do not affect trace element partitioning. Instead, variability in Mg/Ca appears to be inherent to the process of bio-calcification itself. The variability in Mg/Ca between chambers shows that measurements of at least 6 different chambers are required to determine the mean Mg/Ca value for a cultured foraminiferal test with a precision of &lt;= 10%",[],en,2015.0,PANGAEA,"Laser ablation data of benthic foraminifera from surface sediments collected from the muddy intertidal flats near Dorum, Northwestern Germany in Autumn 2008",Dataset,https://doi.pangaea.de/10.1594/PANGAEA.841906,10.1594/pangaea.841906,C_flagged_no_us_aff,0,datacite,asexual,,asexual,1,1,1,0,,241,22
6560,6827,"This data set includes airborne measurements obtained from the NSF/NCAR C-130 aircraft (Tail Number N130AR) during the Front Range Air Pollution and Photochemistry Experiment (FRAPPE) project. This dataset contains high rate navigation, state parameter, and microphysics flight-level data in netCDF format.",[],en,2015.0,NSF NCAR Earth Observing Laboratory,"FRAPPE: High Rate (HRT - 25 sps) Navigation, State Parameter, and Microphysics Flight-Level Data. Version 1.0",Dataset,https://data.eol.ucar.edu/dataset/391.004,10.5065/d61n7z58,C_flagged_no_us_aff,0,datacite,air pollution; pollution,pollution,air pollution; pollution,1,2,2,1,,41,16
6561,6828,Keyhole Markup Language (KML) is a file format used to display geographic data in an Earth browser such as Google Earth. This dataset contains KML files used to display the NSF/NCAR C-130 flight track in real-time during the Front Range Air Pollution and Photochemistry Experiment (FRAPPE) project.,[],en,2015.0,NSF NCAR Earth Observing Laboratory,Low Rate Flight Tracks. Version 1.0,Dataset,https://data.eol.ucar.edu/dataset/391.005,10.5065/d6hm56gf,C_flagged_no_us_aff,0,datacite,air pollution; pollution,pollution,air pollution; pollution,1,2,2,1,,47,6
6562,6829,"This dataset contains raw (binary 'filmstrip' imagery) files of PMS-2D data collected by the NSF/NCAR C-130 during the Front Range Air Pollution and Photochemistry Experiment (FRAPPE). These data are in a format compatible with xpms2d, available from the EOL xpms2d download page.",[],en,2015.0,NSF NCAR Earth Observing Laboratory,FRAPPE: PMS-2D Two-dimensional Cloud Probe data. Version 1.0,Dataset,https://data.eol.ucar.edu/dataset/391.002,10.5065/d6cv4fs5,C_flagged_no_us_aff,0,datacite,air pollution; pollution,pollution,air pollution; pollution,1,2,2,1,,42,8
6563,6830,Keyhole Markup Language (KML) is a file format used to display geographic data in an Earth browser such as Google Earth. This dataset contains KML files used to display the NSF/NCAR C-130 flight track during the Front Range Air Pollution and Photochemistry Experiment (FRAPPE) project.,[],en,2015.0,NSF NCAR Earth Observing Laboratory,High Rate Flight Tracks. Version 1.0,Dataset,https://data.eol.ucar.edu/dataset/391.006,10.5065/d6862dgg,C_flagged_no_us_aff,0,datacite,air pollution; pollution,pollution,air pollution; pollution,1,2,2,1,,45,6
6564,6831,"The checklist was generated from the 3i database which provides information on all species, including descriptive, distributional and host plant data, and literature references. 3i (Internet-accessible Interactive Identification) is a set of software tools for creating on-line identification keys, taxonomic databases, and virtual taxonomic revisions.",[],en,2017.0,The Catalogue of Life Partnership,"3i Cicadoidea: 3i interactive keys and taxonomic databases, superfamily Cicadoidea in the Catalogue of Life",Dataset,https://www.gbif.org/dataset/23458850-55c6-4f8e-aa92-31a9e34e6644,10.15468/ajyspi,C_flagged_no_us_aff,0,datacite,accessible,accessible,accessible,1,1,1,1,,45,15
6565,6832,"The World Scarabaeidae Database is currently only accessible through this checklist. It is included on the Annual Checklist by kind permission of Paul Schoolmeesters (schoolp@skynet.be). The Scarabids are a large family of beetles, believed to include about 35,000 species.",[],en,2019.0,The Catalogue of Life Partnership,World Scarabaeidae Database in the Catalogue of Life,Dataset,https://www.gbif.org/dataset/2485ff3e-2ff2-41f9-b2e6-f3a0b8760bf7,10.15468/olfe2e,C_flagged_no_us_aff,0,datacite,accessible,accessible,accessible,1,1,1,1,,39,8
6566,6833,"ETI is a non-governmental organization in operational relation with UNESCO, dedicated to improving on a global scale the quantity, quality and accessibility of taxonomic information. The ‘Euphausiids of the World Ocean’ database covers all 86 species of the order Euphausiacea (krill) in the oceans, and was produced at the Scripps Institution of Oceanography. It is part of ETI’s World Biodiversity Database. The full database is published on CD-ROM (ISBN 3-540-14673-3), and includes a fully illustrated multiple-entry key, a picture key, interactive distribution maps, and a special database treating larval development for most species.",[],en,2019.0,The Catalogue of Life Partnership,ETI WBD: World Biodiversity Database (Euphausiacea) in the Catalogue of Life,Dataset,https://www.gbif.org/dataset/c4a257d7-8919-4000-abda-a6d58c074067,10.15468/8hjleq,C_flagged_no_us_aff,0,datacite,accessibility,,accessibility,1,1,1,0,,93,11
6567,6834,"Typhlocybinae is the second largest subfamily of leafhoppers, comprising tiny delicate mesophyll-feeding insects. The checklist was generated from the 3i database which provides information on all species, including descriptive, distributional and host plant data, and literature references. 3i (Internet-accessible Interactive Identification) is a set of software tools for creating on-line identification keys, taxonomic databases, and virtual taxonomic revisions.",[],en,2017.0,The Catalogue of Life Partnership,"3i Typhlocybinae: 3i interactive keys and taxonomic databases, subfamily Typhlocybinae in the Catalogue of Life",Dataset,https://www.gbif.org/dataset/3aea2bc0-b8fe-46e7-ace3-fb76bfd7d467,10.15468/bejgbp,C_flagged_no_us_aff,0,datacite,accessible,accessible,accessible,1,1,1,1,,58,15
6568,6835,"The Ichneumonoidea is one of the largest superfamilies of the apocritan wasps with 58,121 described species and is distributed world wide. The taxonomic, biological, morphological and distribution information of the group gleaned from over 30,000 references were organized based on scientific names and made accessible by Taxapad, a relational taxonomic database management system.",[],en,2019.0,The Catalogue of Life Partnership,Taxapad Ichneumonoidea in the Catalogue of Life,Dataset,https://www.gbif.org/dataset/2808140b-0889-43b4-9f68-7525c2c3615c,10.15468/n9rn9w,C_flagged_no_us_aff,0,datacite,accessible,accessible,accessible,1,1,1,1,,53,7
6569,6836,"A database was developed at the Research Group Biodiversity, Phylogeny of the University Hasselt, in close cooperation with the Flanders Marine Institute (VLIZ). The end goal of this database is to cover all Rhabditophoran flatworms, providing figures of habitus and important details of the anatomy, literature data and information on distribution. At the moment, only suborders Eukalyptorhynchia and Proseriata are completed and made accessible. Data contributed to the Catalogue of Life via World Register of Marine Species (WoRMS), hosted by VLIZ.",[],en,2017.0,The Catalogue of Life Partnership,WoRMS Proseriata-Kalyptorhynchia: World database of Proseriata and Kalyptorhynchia in the Catalogue of Life,Dataset,https://www.gbif.org/dataset/f9aec654-45e0-4c95-a784-37f9c8dd53fc,10.15468/9c1x0i,C_flagged_no_us_aff,0,datacite,accessible,accessible,accessible,1,1,1,1,,81,13
6570,6837,"FORMIDABEL is a database of Belgian Ants containing more than 27.000 occurrence records. These records originate from collections, field sampling and literature. The database gives information on 76 native and 9 introduced ant species found in Belgium. The collection records originated mainly from the Ants collection in Royal Belgian Institute of Natural Sciences (RBINS), the ‘Gaspar’ Ants collection in Gembloux and the zoological collection of the University of Liège (ULG). The oldest occurrences date back from May 1866, the most recent refer to August 2012. FORMIDABEL is a work in progress and the database is updated on a regular basis. Twice a year the database is updated with data from the North and the South of the country. The latest version of the dataset is publicly and freely accessible through this url: http://ipt.biodiversity.be/resource.do?r=formidabel. The dataset is also retrievable via the GBIF data portal through this link: http://data.gbif.org/datasets/resource/14697 A dedicated geo-portal, developed by the Belgian Biodiversity Platform is accessible at: http://www.formicidae-atlas.be FORMIDABEL is a joint cooperation of the Flemish ants working group ""Polyergus"" and the Wallonian ants working group ""FourmisWalBru"". The database was created in 2002 in the context of the preliminary red data book of Flemish Ants (Dekoninck et al. 2003). Later in 2005, data from the Southern part of Belgium; Wallonia and Brussels were added. Twice a year the database is updated with data from the North and the South of the country. FORMIDABEL is a work in progress and the database is updated on a regular basis. The latest version of the dataset is publicly and freely accessible through this url: http://ipt.biodiversity.be/resource.do?r=formidabel All the records in FORMIDABEL are georeferenced through the centroid coordinates of the corresponding UTM 5 Km square. Therefore, the uncertainty of these coordinates is 3.500 meters, the distance between the centre and the corner of the UTM square. FORMIDABEL follows the taxonomy of Seifert (2007) for most genera and Radchenko &amp; Elmes (2010) only for the genus Myrmica. A dedicated geo-portal showing Formidabel records is accessible at: http://www.formicidae-atlas.be/",[],en,2025.0,Belgian Biodiversity Platform,Formidabel; Belgian Ants Database,Dataset,https://www.gbif.org/dataset/b528799a-2d52-4023-aa02-9ce081e3ca5f,10.15468/xdapub,C_flagged_no_us_aff,0,datacite,accessible,accessible,accessible,1,1,1,1,,333,4
6571,6838,"The Herbarium at the Royal Botanic Gardens Kew houses approximately seven million plant specimens, collected from all around the world. Specimens are either pressed and dried or preserved in spirit. Kew is committed to making this important collection more accessible to botanists and others, wherever they may be, for use in their own projects: particularly in biodiversity, conservation, sustainable development and systematics. To this end Kew is building an electronic Herbarium Catalogue containing images of the specimens and information taken from their collection labels. Specimens represented in Kew’s digital collections have been collected over a period spanning three centuries, with examples dating back to the beginning of the 18th century. These include over 300,000 putative type and historically important specimens collected by plant hunters, explorers and scientists of great renown including Charles Darwin, Joseph Dalton Hooker and Nathaniel Wallich, to name just a few.",[],en,2026.0,"Royal Botanic Gardens, Kew","Royal Botanic Gardens, Kew - Herbarium Specimens",Dataset,https://www.gbif.org/dataset/cd6e21c8-9e8a-493a-8a76-fbf7862069e5,10.15468/ly60bx,C_flagged_no_us_aff,0,datacite,accessible; historically,accessible; historically,accessible; historically,1,2,2,2,,144,7
6572,6839,"1. How individuals within a population distribute themselves across
 resource patches of varying quality has been an important focus of
 ecological theory. The ideal free distribution predicts equal fitness
 amongst individuals in a 1 : 1 ratio with resources, whereas resource
 defence theory predicts different degrees of monopolization (fitness
 variance) as a function of temporal and spatial resource clumping and
 population density. 2. One overlooked landscape characteristic is the
 spatial distribution of resource patches, altering the equitability of
 resource accessibility and thereby the effective number of competitors.
 While much work has investigated the influence of morphology on
 competitive ability for different resource types, less is known regarding
 the phenotypic characteristics conferring relative ability for a single
 resource type, particularly when exploitative competition predominates. 3.
 Here we used young-of-the-year rainbow trout (Oncorhynchus mykiss) to test
 whether and how the spatial distribution of resource patches and
 population density interact to influence the level and variance of
 individual growth, as well as if functional morphology relates to
 competitive ability. Feeding trials were conducted within stream channels
 under three spatial distributions of nine resource patches (distributed,
 semi-clumped and clumped) at two density levels (9 and 27 individuals). 4.
 Average trial growth was greater in high-density treatments with no effect
 of resource distribution. Within-trial growth variance had opposite
 patterns across resource distributions. Here, variance decreased at
 low-population, but increased at high-population densities as patches
 became increasingly clumped as the result of changes in the levels of
 interference vs. exploitative competition. Within-trial growth was related
 to both pre- and post-trial morphology where competitive individuals were
 those with traits associated with swimming capacity and efficiency: larger
 heads/bodies/caudal fins and less angled pectoral fins. 5. The different
 degrees of within-population growth variance at the same density level
 found here, as a function of spatial resource distribution, provide an
 explanation for the inconsistencies in within-site growth variance and
 population regulation often noted with regard to density dependence in
 natural landscapes.",[],en,2016.0,Dryad,Data from: The interaction between the spatial distribution of resource patches and population density: consequences for intra-specific growth and morphology,Dataset,https://datadryad.org/dataset/doi:10.5061/dryad.7nb71,10.5061/dryad.7nb71,C_flagged_no_us_aff,0,datacite,accessibility,,accessibility,1,1,1,0,,321,20
6573,6840,"During the Front Range Air Pollution and Photochemistry Experiment (FRAPPE), the NSF/NCAR C-130 (Tail Number C130_N130AR) flew a forward looking digital camera for in-flight video capture. Individual photo images (JPEG format) were captured once per second during flights. Images taken after dark have been stripped from this archive. The remaining images have been combined into hour long tarfiles running from zero minutes zero seconds (or the start time of the first file) to 23 minutes 59 seconds (or the end time of the last file) after each hour. Note that the first and last tarfile for each flight will contain less than a full hour of imagery. Directory files returned with each order give the contents of each corresponding tar file.",[],en,2015.0,NSF NCAR Earth Observing Laboratory,Forward-Looking Digital Camera Imagery. Version 1.0,Dataset,https://data.eol.ucar.edu/dataset/391.007,10.5065/d60p0x3b,C_flagged_no_us_aff,0,datacite,air pollution; pollution,pollution,air pollution; pollution,1,2,2,1,,121,6
6574,6841,"Long term global archives of high-moderate spatial resolution, multi-spectral satellite imagery are now readily accessible, but are not being fully utilised by management agencies due to the lack of appropriate methods to consistently produce accurate and timely management ready information. This work developed an object-based remote sensing approach to map land cover and seagrass distribution in an Australian coastal environment for a 38 year Landsat image time-series archive (1972-2010). Landsat Multi-Spectral Scanner (MSS), Thematic Mapper (TM) and Enhanced Thematic Mapper (ETM+) imagery were used without in situ field data input (but still using field knowledge) to produce land and seagrass cover maps every year data were available, resulting in over 60 map products over the 38 year archive. Land cover was mapped annually using vegetation, bare ground, urban and agricultural classes. Seagrass distribution was also mapped annually, and in some years monthly, via horizontal projected foliage cover classes, sand and deep water. Land cover products were validated using aerial photography and seagrass maps were validated with field survey data, producing several measures of accuracy. An average overall accuracy of 65% and 80% was reported for seagrass and land cover products respectively, which is consistent with other studies in the area. This study is the first to show moderate spatial resolution, long term annual changes in land cover and seagrass in an Australian environment, created without the use of in situ data; and only one of a few similar studies globally. The land cover products identify several long term trends; such as significant increases in South East Queensland's urban density and extent, vegetation clearing in rural and rural-residential areas, and inter-annual variation in dry vegetation types in western South East Queensland. The seagrass cover products show that there has been a minimal overall change in seagrass extent, but that seagrass cover level distribution is extremely dynamic; evidenced by large scale migrations of higher seagrass cover levels and several sudden and significant changes in cover level. These mapping products will allow management agencies to build a baseline assessment of their resources, understand past changes and help inform implementation and planning of management policy to address potential future changes.",[],en,2012.0,PANGAEA,"Time-series of seagrass and land cover maps from 1972 to 2010, in South East Queensland, Australia, with links to GeoTIFFs",Dataset,https://doi.pangaea.de/10.1594/PANGAEA.843545,10.1594/pangaea.843545,C_flagged_no_us_aff,0,datacite,accessible,accessible,accessible,1,1,1,1,,356,20
6575,6842,"During the Front Range Air Pollution and Photochemistry Experiment (FRAPPE), the NSF/NCAR C-130 (Tail Number C130_N130AR) flew digital cameras for in-flight video capture. Individual photo images (JPEG format) were captured once per second during flights. Images taken after dark have been stripped from this archive. Remaining images were converted to Quicktime movie files. The movies are h.264 codec playable with Quicktime (Mac and Windows), Xine, (linux) and MPlayer (many platforms). The original images are 1024x768 pixels and were recorded at 1 frame/second. The movies are set to play back at 512x384 pixels and 15 fps.",[],en,2015.0,NSF NCAR Earth Observing Laboratory,Digital Camera Movies - preliminary. Version 0.1 [PRELIMINARY],Dataset,https://data.eol.ucar.edu/dataset/391.008,10.5065/d6765ccj,C_flagged_no_us_aff,0,datacite,air pollution; pollution,pollution,air pollution; pollution,1,2,2,1,,95,8
6576,6843,"Premise of study: Molecular population genetics is a powerful tool to
 infer how species responded to past environmental change. In the northern
 hemisphere, interest is increasing in how species responded to changes in
 ice coverage and temperature during the last glaciation maximum (LGM,
 between 18000–21000 yr ago) with a common assumption that glacial refugia
 were located at the southern edge of a species range. Methods: We
 reconstructed the glacial and postglacial phylogeography of Sabatia
 kennedyana, a member of the Atlantic Coastal Plains Flora with a current
 distribution from Nova Scotia (NS) to South Carolina, using both cpDNA and
 nuclear markers. We also examined clinal variation in morphological
 traits, in particular relative investment in asexual vs sexual growth. Key
 results: We find strong evidence that the species did not reside in
 southern glacial refugia, but rather in primary glacial refugia off the
 exposed continental shelf extending from Cape Cod and that this area was
 responsible for the founding of modern populations across the range from
 Nova Scotia (NS) to the United States. Additionally, based on the finding
 of higher cpDNA diversity and older cpDNA lineages in NS, we propose that
 multiple founder events occurred in NS, while only a single lineage gave
 rise to current populations in the United States. Conclusions: By
 understanding how S. kennedyana responded to past shifts in climate and by
 identifying areas of high genetic diversity in the northern range edge, we
 discuss the potential response of the species to future climate change
 scenarios.",[],en,2016.0,Dryad,"Data from: Rethinking refugia: tree topology, divergence dates, and demographic history trace the distribution of the endangered Plymouth gentian (Sabatia kennedyana) from the Pleistocene glaciation to present day",Dataset,https://datadryad.org/dataset/doi:10.5061/dryad.2hb50,10.5061/dryad.2hb50,C_flagged_no_us_aff,0,datacite,asexual; climate; climate change; diversity,diversity,asexual; climate; climate change; diversity,1,4,4,1,,247,28
6577,6844,"During the Front Range Air Pollution and Photochemistry Experiment (FRAPPE), the NSF/NCAR C-130 (Tail Number C130_N130AR) flew a downward looking digital camera for in-flight video capture. Individual photo images (JPEG format) were captured once per second during flights. Images taken after dark have been stripped from this archive. The remaining images have been combined into hour long tarfiles running from zero minutes zero seconds (or the start time of the first file) to 23 minutes 59 seconds (or the end time of the last file) after each hour. Note that the first and last tarfile for each flight will contain less than a full hour of imagery. Directory files returned with each order give the contents of each corresponding tar file.",[],en,2015.0,NSF NCAR Earth Observing Laboratory,Downward-Looking Digital Camera Imagery. Version 1.0,Dataset,https://data.eol.ucar.edu/dataset/391.009,10.5065/d6tx3cdr,C_flagged_no_us_aff,0,datacite,air pollution; pollution,pollution,air pollution; pollution,1,2,2,1,,121,6
6578,6845,"This data set includes airborne measurements obtained from the NSF/NCAR C-130 aircraft (Tail Number N130AR) during the Front Range Air Pollution and Photochemistry Experiment (FRAPPE). This dataset contains low rate navigation, state parameter, and microphysics flight-level data in the International Consortium for Atmospheric Research on Transport and Transformation (ICARTT) format.",[],en,2022.0,NSF NCAR Earth Observing Laboratory,"FRAPPE: Low Rate (LRT - 1 sps) Navigation, State Parameter, and Microphysics Flight-Level Data - ICARTT format. Version 5.0",Dataset,https://data.eol.ucar.edu/dataset/391.010,10.5065/d6q52mnw,C_flagged_no_us_aff,0,datacite,air pollution; pollution,pollution,air pollution; pollution,1,2,2,1,,50,19
6579,6846,"The data relate to an intervention study conducted in Jaipur, India to work with owners to help reduce the amount of lameness experienced by their working horses.

The project outcomes were measured as animal based indicators of equine limb health - these are the data accessible through this online repository.",[{'funderName': 'The Brooke'}],en,2015.0,University of Bristol,"Whay_Working Horses, Jaipur",Dataset,http://data.bris.ac.uk/data/dataset/1o3pho9l4wlb41jj0ma01a04zb/,10.5523/bris.1o3pho9l4wlb41jj0ma01a04zb,C_flagged_no_us_aff,0,datacite,accessible,accessible,accessible,1,1,1,1,The Brooke,50,3
6580,6847,"For plants with mixed reproductive capabilities, asexual reproduction is
 more frequent in rare species and is considered a strategy for persistence
 when sexual recruitment is limited. We investigate whether asexual
 reproduction contributes to the persistence of two co-occurring, rare
 sedges that both experience irregular seed set and if their differing
 geographic distributions have a role in the relative contribution of
 clonality. Genotypic richness was high (R=0.889±0.02) across the clustered
 populations of Lepidosperma sp. Mt Caudan and, where detected, clonal
 patches were small, both in ramet numbers (less than or equal to3
 ramets/genet) and physical size (1.3±0.1 m). In contrast, genotypic
 richness was lower in the isolated L. sp. Parker Range populations, albeit
 more variable (R=0.437±0.13), with genets as large as 17 ramets and up to
 5.8 m in size. Aggregated clonal growth generated significant fine-scale
 genetic structure in both species but to a greater spatial extent and with
 additional genet-level structure in L. sp. Parker Range that is likely due
 to restricted seed dispersal. Despite both species being rare, asexual
 reproduction clearly has a more important role in the persistence of L.
 sp. Parker Range than L. sp. Mt Caudan. This is consistent with our
 prediction that limitations to sexual reproduction, via geographic
 isolation to effective gene exchange, can lead to greater contributions of
 asexual reproduction. These results demonstrate the role of population
 isolation in affecting the balance of alternate reproductive modes and the
 contextual nature of asexual reproduction in rare species.",[],en,2015.0,Dryad,Data from: Contrasting patterns of clonality and fine-scale genetic structure in two rare sedges with differing geographic distributions,Dataset,https://datadryad.org/dataset/doi:10.5061/dryad.j94s2,10.5061/dryad.j94s2,C_flagged_no_us_aff,0,datacite,asexual,,asexual,1,1,1,0,,242,18
